method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,active_parameters,sequence_length,proposed_configuration,fallback_applied,stability_status,volatility,stability_score,answer_loss,correct,question,variant,latency_seconds
msa,short_qa,49,9.765613555908203,17424.16920067621,0.04510709999885876,8,0.33333333333333337,medium,reduced,partial,0.8244486659311875,False,8,0.3333333333333333,28369920,17,medium,False,STABLE,0.0,1.0,17.152910232543945,False,What colour do you get by mixing red and white?,msa,0.04510709999885876
msa,short_qa,50,9.10410213470459,8992.103971240575,0.04326530000253115,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,17.034088134765625,False,What is the opposite of hot?,msa,0.04326530000253115
msa,short_qa,51,9.075586318969727,8739.308259173964,0.04494870000053197,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,15.186088562011719,False,What is the opposite of ancient?,msa,0.04494870000053197
msa,short_qa,52,6.846837043762207,940.9001691263076,0.04289719999360386,8,0.33333333333333337,medium,reduced,partial,0.7450160830335456,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,10.398280143737793,False,What is the first month of the year?,msa,0.04289719999360386
msa,short_qa,53,6.962438106536865,1056.2055622427172,0.04189880000194535,8,0.33333333333333337,medium,reduced,partial,0.7067797319011154,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,11.984223365783691,False,What is the last month of the year?,msa,0.04189880000194535
msa,short_qa,54,9.49307632446289,13267.547892588393,0.04147699999157339,8,0.33333333333333337,medium,reduced,partial,0.8163692909094903,False,8,0.3333333333333333,28369920,12,medium,False,STABLE,0.0,1.0,15.481844902038574,False,What season comes after winter?,msa,0.04147699999157339
msa,short_qa,55,9.619820594787598,15060.34779112755,0.0450317999930121,8,0.33333333333333337,medium,reduced,partial,0.8223014197185884,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,14.542475700378418,False,What organ pumps blood around the body?,msa,0.0450317999930121
msa,short_qa,56,10.275603294372559,29016.017798704805,0.14753099999506958,8,0.33333333333333337,medium,reduced,partial,0.8215540695344039,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,15.456918716430664,False,What organ is used for breathing?,msa,0.14753099999506958
msa,short_qa,57,8.604870796203613,5458.180635146066,0.04187919999822043,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,13.208741188049316,False,What is the hardest natural substance?,msa,0.04187919999822043
msa,short_qa,58,10.58681869506836,39609.27928091641,0.04270160000305623,8,0.33333333333333337,medium,reduced,partial,0.8190040840966831,False,8,0.3333333333333333,28369920,11,medium,False,STABLE,0.0,1.0,17.066049575805664,False,What do bees produce?,msa,0.04270160000305623
msa,short_qa,59,9.043136596679688,8460.27194328254,0.04422550000890624,8,0.33333333333333337,medium,reduced,partial,0.7067797319011154,False,8,0.3333333333333333,28369920,16,medium,False,STABLE,0.0,1.0,13.642080307006836,False,What is the young of a cat called?,msa,0.04422550000890624
